case_number,source,prompt,evaluation_seed
000000522713,coco-30k, a bench sitting in the grass facing the water and boats ,49219
000000223930,coco-30k,A motorcycle parked next to a few bicycles.,44855
000000327769,coco-30k,A cat lying down in a sink in a bathroom.,41431
000000218476,coco-30k,A man riding on the back of a blue motorcycle.,5249
000000492362,coco-30k,A man on a skateboard riding by food vendors.,43037
000000514915,coco-30k,A large black dog laying on a kitchen floor.,8698
000000459680,coco-30k,"woman in long, light red dress with orange umbrella.",59403
000000253036,coco-30k,A van driving down a street past tall buildings.,10121
000000434511,coco-30k,A man sitting at a table using a laptop computer.,66036
000000235964,coco-30k,A woman taking a selfie in front of a large mirror.,26228
000000115370,coco-30k,A couple of bikers riding on top of motorcycles down a street.,59994
000000465735,coco-30k,A large jetliner with a painting on the side of it's cabin.,96351
000000384901,coco-30k,A white toilet in a bathroom next to a door.,52742
000000226171,coco-30k,A computer monitor sitting above a computer keyboard.,33303
000000348881,coco-30k,A large jetliner sitting on top of an airport runway.,99023
000000436280,coco-30k,A british airways passenger jet in the sky.,34677
000000072018,coco-30k,A picture of a room with a TV and a bathroom.,74612
000000281317,coco-30k,A picture of a busy road at night ,44853
000000413822,coco-30k,Man in period costume rides vintage motorcycle with German flag on back,29462
000000175570,coco-30k,A bus turning a corner at an intersection.,30264
000000101223,coco-30k,The view from the commercial airplane includes the wing and mountains and water. ,56068
000000175331,coco-30k,There are people standing at the top of this building.,21024
000000048791,coco-30k,A giraffe leans over a fence to eat from a happy woman's hand.,90190
000000255158,coco-30k,The person is riding her bicycle down the road.,54883
000000146659,coco-30k,A airplane flying high in the sky next to a set of white smoke lines. ,65497
000000193015,coco-30k,A single banana is on a white table.,96536
000000017207,coco-30k,A bus stuck in traffic on a busy highway.,82498
000000319055,coco-30k,A woman is walking her dog across the street.,32000
000000404785,coco-30k,a bathroom with a sink and a toilet in it,77498
000000137578,coco-30k,Two toilets that are sitting on a tile floor.,3283
000000119404,coco-30k,Two benches on a sidewalk in front of a urban street and some houses.,67566
000000289949,coco-30k,Old cars and horse drawn carriage on a tropical city street.,66376
000000197915,coco-30k,A bird that is sitting on a plate on a table.,2481
000000575088,coco-30k,a man sitting on a bench looking a bit like forrest gump ,10679
000000530836,coco-30k,A picture of a large kitchen with white cabinets and appliances.,62659
000000267683,coco-30k,a woman in kitchen cooking chips in fry,57679
000000208208,coco-30k,a view of mountains from the window of a jet airplane,85610
000000179187,coco-30k,A sign posted on the side of a highway.,13430
000000355575,coco-30k,the hands of a man crawling out of a toilet,97404
000000002295,coco-30k,A cat peering into a wooden bowl which is sitting on a table.,48558
000000298762,coco-30k,A man walking down a road with a horse and carriage coming at him.,57765
000000267670,coco-30k,"A toilet, mirror and sink in a toilet",53350
000000009772,coco-30k,A person is taking a picture of a hotel bathroom.,59126
000000543528,coco-30k,A big plane flying low  on a cloudy sky,46382
000000157155,coco-30k,The officer is riding a horse threw the streets. ,51289
000000022420,coco-30k,A library or store is full of books.,77542
000000522782,coco-30k,A triple screen computer set up on a desk next to a bed,84708
000000162998,coco-30k,A foggy view of an airplane sitting in a yard.,29852
000000423165,coco-30k,a barthroom with green walls and a  purple rug ,21104
000000145746,coco-30k,A room that has a bed and a bathtub.,73764
000000061602,coco-30k,Someone is holding the door open to a large industrial freezer.,72197
000000029449,coco-30k,"A small bathroom has a toilet, sink, mirror, and a small trash can.",11835
000000359638,coco-30k,The cat is looking out of the car window. ,89429
000000520489,coco-30k,"An unusual Japanese bathroom with a toilet, urinal, and sink.",58671
000000356920,coco-30k,A man holding an umbrella while walking down a street.,44238
000000473153,coco-30k,a building with some trees surrounding it ,64120
000000246425,coco-30k,Two airplanes flying through a blue sky with smoke pouring out of their rear ends.,37548
000000302110,coco-30k,A cat laying on a rug next to a sliding glass door.,51807
000000517600,coco-30k,Two toilets sit near each other in the same room.,72042
000000098018,coco-30k,This is a picture of a kitchen in a poverty area of a town.,4566
000000440878,coco-30k,A white toilet covered in feminine toilet coverings.,97039
000000234938,coco-30k,A group of wooden benches sitting on top of a wooden deck.,40227
000000534669,coco-30k,A large jetliner sitting on top of an airport tarmac.,8971
000000151081,coco-30k,A man is plowing the field in preparation.,86587
000000579277,coco-30k,A large store filled with lots of groceries and produce.,82744
000000530054,coco-30k,A small bathroom with only a toliet and sink.,59561
000000126941,coco-30k,A toilet room in the process of being renovated ,13895
000000322429,coco-30k,A wooden shelf filled with lots of glass pots and plates.,63380
000000546378,coco-30k,A gray cat laying on top of a wooden book shelf.,91788
000000275441,coco-30k,A bike parked in the  middle of a sidewalk next to a street.,10951
000000246963,coco-30k,A group of men riding on the back of motorcycles.,8556
000000004678,coco-30k,a man walks a dog by some park benches ,54752
000000168225,coco-30k,A picture of large glass door trimmed in white and a large beige structure beside it.,14381
000000308974,coco-30k,A kite flying above in a crystal clear blue sky.,73299
000000497568,coco-30k,A commercial plane being serviced by two people.,76432
000000245450,coco-30k,A subway train with a row of orange and white seats.,3011
000000150717,coco-30k,A group of air planes sitting on a runway.,38830
000000482297,coco-30k,A very plain and dull bathroom that's in someone's house. ,49723
000000437599,coco-30k,A silver spoon sitting on top of an unknown surface.,92688
000000442480,coco-30k,A turboprop airplane that is in the hangar for repair. ,62782
000000022671,coco-30k,A man on a motorcycle that is on a road that has grass fields on both sides and a stop sign.,98793
000000502136,coco-30k,"A building wall and pair of doors that are open, along with vases of flowers on the outside of the building.",97868
000000216861,coco-30k,a man on a bike that is walking dogs,27750
000000326564,coco-30k,"a washroom with a toilet basin, sink, sanitizers and bath tub",94873
000000341011,coco-30k,a bathroom with a toilet sitting next to a sink ,22726
000000555298,coco-30k,"A dog sleeping between a book bag and a shredder, underneath a computer desk ",24556
000000090387,coco-30k,a plane flys through the grey sky ,20826
000000113559,coco-30k,A man drives fast in a motorcycle with kids in the sidecar,63599
000000308276,coco-30k,A motorcycle parked on the side of a street.,29376
000000499423,coco-30k,A very tall church tower with a clock on the side of it.,78999
000000109900,coco-30k,A group of people who are standing outside by a plane and a car.,9215
000000512421,coco-30k,A passenger jet that is flying in the sky.,86529
000000048844,coco-30k,A group of people getting off an air plane.,33831
000000038070,coco-30k,A white toilet sitting next to a trash can in a restroom.,23511
000000471043,coco-30k,A restaurant kitchen with two giant menus sitting above the cooking area.,72305
000000036761,coco-30k,A motorcycle parked in a courtyard in front of a small restaurant. ,43902
000000517973,coco-30k,A white Volkswagon bug with a skateboard on the luggage rack.,75308
000000360899,coco-30k,A row of parked motorcycles sitting next to a white double decker bus.,54441
000000307989,coco-30k,A couple of kittens standing around metal bowls on a tray.,23453
000000465418,coco-30k,A bus driving down a street in front of a cross walk.,41657
000000202102,coco-30k,A person resting their head on a pillow next to an airplane window.,1891
000000474119,coco-30k,A man sitting on a toilet whle talking on a phone.,98854
000000214369,coco-30k,A man riding on the back of a motorcycle down a road.,39939
000000042276,coco-30k,A toilet sitting in a room surrounded by personal items.,68964
000000032284,coco-30k,A motorcycle parked behind a truck on a green field.,58932
000000443259,coco-30k,A center island in a kitchen covered in a fan.,97096
000000356299,coco-30k,A white sink in a bathroom under a mirror.,67882
000000404479,coco-30k,A large jetliner sitting on top of an airport runway.,80416
000000292171,coco-30k,A formation of airplanes flying through a cloudy blue sky.,25841
000000504297,coco-30k,A hot dog sitting on top of a white paper in a  bun.,17650
000000499198,coco-30k,A person holding a surfboard while standing in the ocean.,69417
000000406253,coco-30k,A blue motor scooter parked in a parking lot.,30299
000000210522,coco-30k,A group of friends standing next to each other at night.,32906
000000080652,coco-30k,A kitchen with a wooden table next to a metallic refrigerator freezer.,45879
000000537206,coco-30k,A man laying on the ground in front of a motorcycle.,42328
000000104801,coco-30k,A living room filled with brown furniture and a flat screen TV..,20236
000000196185,coco-30k,A jetliner taking off from an airport runway.,57996
000000159740,coco-30k,A group of jets sitting on top of an airport runway.,13022
000000005328,coco-30k,A white toilet sitting next to a white sink.,83960
000000076942,coco-30k,a man standing by his bike with his hands on the seat,56108
000000383282,coco-30k,A couple of zebra standing next to a giraffe.,86797
000000580041,coco-30k,A city street filled with traffic and parking lights.,86036
000000237723,coco-30k,A white bath tub sitting under a window next to a toilet.,19185
